accountNumber,moRefId,serverId,connectorId,vCenterId,vCenterName,hostId,vmName,manufacturer,vmFolderPath,toolsStatus,datacenterId,state,creationTimeStamp,lastModifiedTimeStamp
049450565398,vm-438902,d-server-01a362d0ef7280fd9,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-527660,NAIDCDHCP2,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/STS/NAIDCDHCP2,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:28,2018-09-20 14:52:41
049450565398,host-623631,d-server-01692841f440756de,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,,naidcvsphere20.global.com,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/host/IDC/naidcvsphere20.global.com,,datacenter-425708,ACTIVE,2018-06-22 17:17:13,2018-09-20 14:52:39
049450565398,vm-552087,d-server-035fde6851682af01,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-527660,NAIDCONETSCRIPT,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/NAIDCONETSCRIPT,TOOLS_NOT_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:17:17,2018-09-20 14:52:42
049450565398,vm-557442,d-server-0d5ce8150c7dd2c6d,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-557429,BBDO_PR01WHNJ.adddomain.org,"VMware, Inc.",Datacenters/OMG NA NJ Harborside/vm/HS BBDO/BBDO_PR01WHNJ.adddomain.org,TOOLS_RUNNING,datacenter-537548,ACTIVE,2018-06-22 17:17:24,2018-09-20 14:52:40
049450565398,vm-276812,d-server-0beb5c2741b1a72ce,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-425278,LAB-Print,"VMware, Inc.",Datacenters/OMG NA Los Angeles Burbank/vm/LAB-Print,TOOLS_RUNNING,datacenter-37065,ACTIVE,2018-06-22 17:17:16,2018-09-20 14:52:42
049450565398,vm-447322,d-server-00061df28a3e84433,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-447288,NAIDCCOGDSQL1V,"VMware, Inc.",NAIDCCOGDSQL1V,TOOLS_NOT_RUNNING,,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:31
049450565398,vm-447234,d-server-0a9da75b77fdf7ccd,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-623631,NAIDCOBIDOL,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/OnBase/Prod/NAIDCOBIDOL,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:33
049450565398,vm-449809,d-server-09a9c70cc95fe8837,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-449837,NAIDCADFS3n1,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Active Directory/ADFS/NAIDCADFS3n1,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:33,2018-09-20 14:53:34
049450565398,vm-567214,d-server-070ed03c671a73d40,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-527660,NAIDCHIAB3,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Outpost24/New for Migration/NAIDCHIAB3,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:32
049450565398,vm-465626,d-server-0328c1cecc3dbd595,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-623631,NYCOBTESTWEB,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/OnBase/Dev/NYCOBTESTWEB,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:33
049450565398,vm-449669,d-server-00571831ba1984b95,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-626045,NAIDCITAPP,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/STS/NAIDCITAPP,TOOLS_NOT_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:42
049450565398,vm-645436,d-server-01760269f9c5798c8,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-385552,CHISQL2012,"VMware, Inc.",Datacenters/OMG NA Chicago/vm/CHISQL2012,TOOLS_RUNNING,datacenter-251,ACTIVE,2018-06-22 17:17:15,2018-09-20 14:52:41
049450565398,host-447265,d-server-0146207700878b6d1,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,,naidcvsphere08.global.com,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/host/IDC/naidcvsphere08.global.com,,datacenter-425708,ACTIVE,2018-06-22 17:17:12,2018-09-20 14:52:43
049450565398,vm-165486,d-server-0f42afceac09c42a9,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-289444,NYCCUCM9SUB1,"VMware, Inc.",Datacenters/OMG NA NY 195/vm/Cisco/NYCCUCM9SUB1,TOOLS_RUNNING,datacenter-159,ACTIVE,2018-06-22 17:18:35,2018-09-20 14:52:41
049450565398,vm-557436,d-server-0e3b3b794959e544d,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-557429,DAS3_EG_PS,"VMware, Inc.",Datacenters/OMG NA NJ Harborside/vm/EG+/DAS3_EG_PS,TOOLS_RUNNING,datacenter-537548,ACTIVE,2018-06-22 17:17:24,2018-09-20 14:52:40
049450565398,vm-443028,d-server-01ce9b23aa20454fa,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-626045,naidcsmcipher01,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/naidcsmcipher01,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:17:17,2018-09-20 14:52:41
049450565398,vm-462569,d-server-01c2e2b636e70dced,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-447265,DSYUSIDCOKT01ST,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Okta/DSYUSIDCOKT01ST,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:17:17,2018-09-20 14:52:41
049450565398,vm-618808,d-server-0c5287cac59d596b7,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-191421,WIN2012R2STDTMP,"VMware, Inc.",Datacenters/OMG NA Alameda/vm/WIN2012R2STDTMP,TOOLS_NOT_RUNNING,datacenter-191326,ACTIVE,2018-06-22 17:17:15,2018-09-20 14:52:37
049450565398,vm-618157,d-server-039c5ba7b591110b0,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-100454,CHI-Backup,"VMware, Inc.",Datacenters/OMG NA Chicago/vm/Infrastructure/CHI-Backup,TOOLS_RUNNING,datacenter-251,ACTIVE,2018-06-22 17:17:23,2018-09-20 14:52:40
049450565398,vm-624306,d-server-02df79927824247c3,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-442452,NAIDCVRA,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Vmware/NAIDCVRA,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:35,2018-09-20 14:52:41
049450565398,vm-340962,d-server-09e237163e6062867,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-522228,NYCCENTRAL,"VMware, Inc.",Datacenters/OMG NA NY 195/vm/File Servers/NYCCENTRAL,TOOLS_RUNNING,datacenter-159,ACTIVE,2018-06-22 17:18:35,2018-09-20 14:52:42
049450565398,vm-385550,d-server-096f5240194ef547d,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-100454,CHIWebTest2,"VMware, Inc.",Datacenters/OMG NA Chicago/vm/Discovered virtual machine/CHIWebTest2,TOOLS_RUNNING,datacenter-251,ACTIVE,2018-06-22 17:17:22,2018-09-20 14:52:39
049450565398,vm-148611,d-server-071467c1fd25c7a1f,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-268459,NYCuniFLOW,"VMware, Inc.",Datacenters/OMG NA NY 195/vm/Print/NYCuniFLOW,TOOLS_RUNNING,datacenter-159,ACTIVE,2018-06-22 17:18:34,2018-09-20 14:53:34
049450565398,vm-14372,d-server-0df465c530e0a3e73,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,,,,,,,,ACTIVE,2018-06-22 17:17:18,2018-09-05 17:35:04
049450565398,vm-567215,d-server-0e827ae7b253f06a0,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-449857,NAIDCHIAB4,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Outpost24/New for Migration/NAIDCHIAB4,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:32
049450565398,vm-474172,d-server-0896faa81d3a19b72,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-527663,APPUSSECMIR01PD,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/MobileIron/APPUSSECMIR01PD,TOOLS_NOT_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:28,2018-09-20 14:52:42
049450565398,vm-509033,d-server-08fb3f69a4cd1cabb,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter.global.com,host-509028,MIA-Print,"VMware, Inc.",Datacenters/OMG NA Miami/vm/MIA-Print,TOOLS_RUNNING,datacenter-385,ACTIVE,2018-06-22 17:17:17,2018-09-04 14:37:58
049450565398,vm-664236,d-server-01nj2a1lhbarci,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-527672,NAIDCNSFILER04,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/File Servers/NAIDCNSFILER04,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-07-31 19:42:40,2018-09-20 14:52:42
049450565398,vm-449599,d-server-06234e24c2c10ab96,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-527663,NAIDCLIVEACT01,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Cisco/NAIDCLIVEACT01,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:25,2018-09-20 14:52:43
049450565398,vm-581883,d-server-065145388c1d8a2ce,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-442452,APPUSIDCONB02DV,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/OnBase/Dev/APPUSIDCONB02DV,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33
049450565398,host-191421,d-server-0e2eb2a2a072ad8d3,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,,laomdevm1.global.com,"VMware, Inc.",Datacenters/OMG NA Alameda/host/laomdevm1.global.com/laomdevm1.global.com,,datacenter-191326,ACTIVE,2018-06-22 17:17:11,2018-09-20 14:52:39
049450565398,vm-442833,d-server-023fd7bb74c8b1d94,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-623631,IISUSNYCIDC02PD,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Active Directory/EmpowerID/IISUSNYCIDC02PD,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33
049450565398,vm-662541,d-server-0fd183ccb5f2e16b1,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-105195,NALAGNSFILER01,"VMware, Inc.",Datacenters/OMG NA Los Angeles Grosvenor Blvd/vm/NALAGNSFILER01,TOOLS_RUNNING,datacenter-306,ACTIVE,2018-07-25 20:27:23,2018-09-20 14:52:42
049450565398,vm-434847,d-server-0c4c3a69321d5b493,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-447265,ANNALECTDC2,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Annalect/DC/ANNALECTDC2,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:34
049450565398,vm-652793,d-server-04a14da1d5dfb532e,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-449837,CTXUSSECAPP08PD,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Citrix and Apps/PROD/XenApp7x/2-Application VMs/CTXUSSECAPP08PD,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:33
049450565398,vm-634069,d-server-09121b4ae3e9de5c7,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter.global.com,host-634251,NAIDCCOGCAC1V-OLD,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Cognos/NAIDCCOGCAC1V-OLD,TOOLS_NOT_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:25,2018-08-08 16:09:09
049450565398,vm-445083,d-server-0b8232d53fe6328a7,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-449857,NAIDCMCAEPO,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/McAfee/NAIDCMCAEPO,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:41
049450565398,vm-372656,d-server-0ffb37351a632003d,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-372626,VANALTIRIS,"VMware, Inc.",Datacenters/OMG CA Vancouver/vm/VANALTIRIS,TOOLS_RUNNING,datacenter-330882,ACTIVE,2018-06-22 17:17:15,2018-09-20 14:52:40
049450565398,vm-624314,d-server-0007b18000ec46efa,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-105192,LAGVRA,"VMware, Inc.",Datacenters/OMG NA Los Angeles Grosvenor Blvd/vm/LAGVRA,TOOLS_RUNNING,datacenter-306,ACTIVE,2018-06-22 17:17:16,2018-09-20 14:52:42
049450565398,vm-445236,d-server-00ee657fbde14d4a4,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-546122,NAIDCSNICSTGV,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Nicus/NAIDCSNICSTGV,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:41
049450565398,vm-561127,d-server-00b3144cabb5e0edf,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-546122,NAIDCAXDEV2-1v,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/AX Dev/NAIDCAXDEV2-1v,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:24,2018-09-20 14:52:43
049450565398,vm-434215,d-server-00a62577703bcb714,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-546122,PHDNY-PROD-SL,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Solomon/Prod/PHDNY-PROD-SL,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:33
049450565398,vm-445122,d-server-0c9ad6c747dd0e2c8,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-626045,NAIDCETM,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/McAfee/NAIDCETM,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:41
049450565398,host-105192,d-server-05839a5073d0f95fc,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,,lavsphere1.global.com,"VMware, Inc.",Datacenters/OMG NA Los Angeles Grosvenor Blvd/host/Los Angeles OMD/lavsphere1.global.com,,datacenter-306,ACTIVE,2018-06-22 17:17:12,2018-09-20 14:52:39
049450565398,vm-445381,d-server-0a6778cdf87719e84,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-449857,PHDNY-DB01,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Solomon/Prod/PHDNY-DB01,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:37,2018-09-20 14:53:33
049450565398,vm-629223,d-server-08e2b5cdd036464c9,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-557429,KT-PS,"VMware, Inc.",Datacenters/OMG NA NJ Harborside/vm/Ketchum/KT-PS,TOOLS_RUNNING,datacenter-537548,ACTIVE,2018-06-22 17:18:23,2018-09-20 14:52:40
049450565398,vm-151941,d-server-0df465c530e0a3e73,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,,,,,,,,ACTIVE,2018-06-22 17:18:33,2018-09-05 17:36:00
049450565398,vm-546152,d-server-0df8e0903eab2e8d2,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-626045,NYCCORPORATE,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/File Servers/NYCCORPORATE,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:30,2018-09-20 14:52:43
049450565398,vm-427021,d-server-01c1315d6dc7613f1,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-126359,ALDUSSEAWR201PD,"VMware, Inc.",Datacenters/OMG NA Seattle/vm/ALDUSSEAWR201PD,TOOLS_RUNNING,datacenter-2,ACTIVE,2018-06-22 17:17:20,2018-09-20 14:52:42
049450565398,vm-645442,d-server-0908921e4c3ed88de,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-527663,CTXUSSECAPP02PD,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Citrix and Apps/PROD/XenApp7x/2-Application VMs/CTXUSSECAPP02PD,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:35,2018-09-20 14:53:33
049450565398,vm-277258,d-server-0bcba5647d06d01d7,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-322754,SF-Print,"VMware, Inc.",Datacenters/OMG NA San Francisco/vm/SF-Print,TOOLS_RUNNING,datacenter-443,ACTIVE,2018-06-22 17:17:20,2018-09-20 14:52:40
049450565398,vm-634073,d-server-0e499b3b2549755c2,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-634251,NAIDCCOGCGW2V,"VMware, Inc.",NAIDCCOGCGW2V,TOOLS_NOT_RUNNING,,ACTIVE,2018-06-22 17:18:36,2018-09-20 14:53:32
049450565398,vm-546132,d-server-0a3201378577490b0,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-447263,NAIDCADSYNC,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/Active Directory/NAIDCADSYNC,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:24,2018-09-20 14:52:43
049450565398,vm-445081,d-server-0e0dd7e13291d192f,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-623631,NAIDCMCAAH,"VMware, Inc.",Datacenters/OMG NA NJ Secaucus/vm/McAfee/NAIDCMCAAH,TOOLS_RUNNING,datacenter-425708,ACTIVE,2018-06-22 17:18:29,2018-09-20 14:52:43
049450565398,vm-372653,d-server-0d05ce15d9b3c0d28,c-4heds8lucuyrofv2e,D6F0C4BC-1587-46FA-9B3E-DB9753E5DE73,naidcvcenter,host-372626,VANPRINT,"VMware, Inc.",Datacenters/OMG CA Vancouver/vm/VANPRINT,TOOLS_NOT_RUNNING,datacenter-330882,ACTIVE,2018-06-22 17:17:15,2018-09-20 14:52:40
